0	219729
3600	219729
7200	220022.8
10800	220610.4
14400	221002.1
18000	221393.9
21600	221589.8
25200	221785.6
28800	221491.8
32400	221002.1
36000	220414.5
39600	220022.8
43200	219729
46800	219435.2
50400	219141.4
54000	218945.5
57600	218945.5
61200	219141.4
64800	218945.5
68400	219141.4
72000	219239.3
75600	219239.3
79200	219043.4
82800	218749.6
86400	218553.8
90000	218847.6
93600	219337.2
97200	220022.8
100800	220806.3
104400	221491.8
108000	221981.5
111600	222079.4
115200	221589.8
118800	221100.1
122400	220512.5
126000	219924.9
129600	219435.2
133200	219141.4
136800	219043.4
140400	219141.4
144000	219631
147600	220218.7
151200	220904.2
154800	221491.8
158400	222275.3
162000	222765
165600	223156.7
169200	223254.7
172800	223254.7
176400	223548.5
180000	223842.3
183600	224136.1
187200	224527.8
190800	224919.6
194400	225213.4
198000	225115.4
201600	224821.6
205200	224429.9
208800	224136.1
212400	223450.5
216000	222862.9
219600	222569.1
223200	222471.2
226800	222569.1
230400	222960.8
234000	223450.5
237600	223842.3
241200	224136.1
244800	224429.9
248400	224429.9
252000	224234
255600	224038.1
259200	223744.3
262800	223548.5
266400	223548.5
270000	223646.4
273600	223744.3
277200	223744.3
280800	223548.5
284400	223156.7
288000	222569.1
291600	221883.6
295200	221198
298800	220414.5
302400	219826.9
306000	219435.2
309600	219435.2
313200	219533.1
316800	219924.9
320400	220610.4
324000	221100.1
327600	221687.7
331200	222079.4
334800	222471.2
338400	222765
342000	222960.8
345600	223058.8
349200	223156.7
352800	223254.7
356400	223254.7
360000	223352.6
363600	223352.6
367200	223352.6
370800	223156.7
374400	222765
378000	222275.3
381600	221589.8
385200	220806.3
388800	220022.8
392400	219533.1
396000	219435.2
399600	219533.1
403200	219826.9
406800	220316.6
410400	220904.2
414000	221295.9
417600	221687.7
421200	221883.6
424800	221785.6
428400	221589.8
432000	221491.8
435600	221491.8
439200	221589.8
442800	221981.5
446400	222177.4
450000	222373.2
453600	222471.2
457200	222079.4
460800	221491.8
464400	220806.3
468000	219924.9
471600	219141.4
475200	218553.8
478800	218455.8
482400	218749.6
486000	219435.2
489600	220414.5
493200	221295.9
496800	222177.4
500400	223058.8
504000	223842.3
507600	224331.9
511200	225115.4
514800	225507.2
518400	225801
522000	226094.8
525600	226094.8
529200	225996.8
532800	225898.9
536400	225898.9
540000	225801
543600	225703
547200	225507.2
550800	225213.4
554400	224625.8
558000	224234
561600	223842.3
565200	223646.4
568800	223842.3
572400	223940.2
576000	224038.1
579600	224331.9
583200	224625.8
586800	224821.6
590400	224919.6
594000	225115.4
597600	225115.4
601200	225213.4
604800	225213.4
608400	225213.4
612000	225409.2
615600	225507.2
619200	225507.2
622800	225605.1
626400	225605.1
630000	225801
633600	225801
637200	225801
640800	225898.9
644400	225898.9
648000	225801
651600	225605.1
655200	225409.2
658800	225017.5
662400	224821.6
666000	224821.6
669600	224821.6
673200	224821.6
676800	224527.8
680400	224136.1
684000	223744.3
687600	223156.7
691200	222862.9
694800	222765
698400	222862.9
702000	223058.8
705600	223548.5
709200	223744.3
712800	223744.3
716400	223744.3
720000	223646.4
723600	223156.7
727200	222667
730800	222275.3
734400	222079.4
738000	222079.4
741600	222471.2
745200	222765
748800	223254.7
752400	223646.4
756000	224038.1
759600	224331.9
763200	224527.8
766800	224527.8
770400	224527.8
774000	224527.8
777600	224527.8
781200	224527.8
784800	224625.8
788400	224723.7
792000	225017.5
795600	225213.4
799200	225409.2
802800	225213.4
806400	224919.6
810000	224234
813600	223646.4
817200	223156.7
820800	222667
824400	222471.2
828000	222177.4
831600	221687.7
835200	221198
838800	220806.3
842400	220512.5
846000	220512.5
849600	220806.3
853200	221100.1
856800	221393.9
860400	221785.6
864000	222373.2
867600	222765
871200	223156.7
874800	223548.5
878400	223548.5
882000	223646.4
885600	223646.4
889200	223548.5
892800	223548.5
896400	223548.5
900000	223744.3
903600	223842.3
907200	224038.1
910800	224234
914400	223940.2
918000	223940.2
921600	223352.6
925200	223156.7
928800	222765
932400	222569.1
936000	222275.3
939600	221883.6
943200	221589.8
946800	221002.1
950400	220512.5
954000	219924.9
957600	219533.1
961200	219239.3
964800	219239.3
968400	219043.4
972000	219043.4
975600	218847.6
979200	218553.8
982800	218455.8
986400	218553.8
990000	218553.8
993600	218847.6
997200	219337.2
1000800	219826.9
1004400	220218.7
1008000	220610.4
1011600	221100.1
1015200	221295.9
1018800	221589.8
1022400	221589.8
1026000	221589.8
1029600	221393.9
1033200	221002.1
1036800	220610.4
1040400	220512.5
1044000	220512.5
1047600	220708.3
1051200	221002.1
1054800	221295.9
1058400	221295.9
1062000	221295.9
1065600	221002.1
1069200	220610.4
1072800	220316.6
1076400	220022.8
1080000	219729
1083600	219729
1087200	219924.9
1090800	220414.5
1094400	220904.2
1098000	221393.9
1101600	221883.6
1105200	222275.3
1108800	222569.1
1112400	222667
1116000	222960.8
1119600	223058.8
1123200	223254.7
1126800	223254.7
1130400	223450.5
1134000	223450.5
1137600	223548.5
1141200	223548.5
1144800	223450.5
1148400	223156.7
1152000	222862.9
1155600	222471.2
1159200	222079.4
1162800	221589.8
1166400	220904.2
1170000	220120.7
